order,round,implementation,provider,boundary,scenario,samples,failures,logical_kms_min,logical_kms_max,operation_peak,workload_peak,active_at_return,queries_min,queries_max,totalMs_p50,totalMs_p90,totalMs_p95,totalMs_p99,proofMs_p50,proofMs_p90,proofMs_p95,proofMs_p99,lockHeldClientMs_p50,lockHeldClientMs_p90,lockHeldClientMs_p95,lockHeldClientMs_p99,advisoryWaitRoundTripMs_p50,advisoryWaitRoundTripMs_p90,advisoryWaitRoundTripMs_p95,advisoryWaitRoundTripMs_p99,sqlExcludingAdvisoryMs_p50,sqlExcludingAdvisoryMs_p90,sqlExcludingAdvisoryMs_p95,sqlExcludingAdvisoryMs_p99,kmsSumMs_p50,kmsSumMs_p90,kmsSumMs_p95,kmsSumMs_p99
3,2,candidate,claude-code-oauth-token,bundle,second-error,20,20,2,2,2,2,0,7,7,23.334,24.757,25.643,27.464,0,0,0,0,23.133,24.298,25.134,27.194,0.177,0.22,0.234,0.366,1.795,2.419,4.233,5.832,40.839,40.938,40.987,42.271
3,2,candidate,claude-code-oauth-token,bundle,both-errors,20,20,2,2,2,2,0,7,7,83.423,84.81,85.927,86.406,0,0,0,0,83.098,84.078,85.295,85.91,0.269,0.364,0.379,0.522,2.162,2.995,3.286,3.755,100.619,101.166,101.246,101.322
3,2,candidate,claude-code-oauth-token,bundle,slow-sibling,20,0,3,3,2,2,0,7,7,105.069,106.343,106.732,107.937,0,0,0,0,104.479,105.712,106.898,107.48,0.247,0.448,0.468,0.59,2.863,3.234,3.611,6.076,120.848,121.672,121.791,121.839
3,2,candidate,claude-code-oauth-token,bundle,abort-error,20,20,2,2,2,2,0,7,7,84.509,85.58,85.661,89.631,0,0,0,0,84.027,85.225,85.283,85.344,0.262,0.431,0.451,3.493,2.461,3.049,3.165,3.616,100.4,101.407,101.418,103.914
3,2,candidate,claude-code-oauth-token,bundle,same-provider-4,80,0,3,3,2,2,0,7,7,96.473,180.249,181.138,186.753,0,0,0,0,44.802,45.612,45.843,51.102,48.749,135.012,135.328,137.448,3.089,4.084,4.71,8.356,61.326,61.534,61.54,61.686
3,2,candidate,claude-code-oauth-token,bundle,different-providers-4,80,0,3,3,2,8,0,7,7,46.608,54.491,56.806,78.293,0,0,0,0,45.467,50.643,55.299,69.389,0.607,2.965,4.36,6.442,3.833,9.174,13.302,27.187,61.408,62.634,62.882,64.245
3,2,candidate,codex-oauth-token,prepare,equal,20,0,0,0,0,0,0,7,7,2.626,8.779,9.141,9.469,0.013,0.053,0.059,0.061,2.09,7.149,7.322,8.117,0.179,0.568,0.605,0.613,1.626,5.169,5.232,5.315,0,0,0,0
3,2,candidate,codex-oauth-token,prepare,equivalent,20,0,8,8,2,2,0,7,7,86.454,87.238,87.744,89.282,82.76,83.069,83.162,83.324,3.137,3.47,4.418,6.167,0.226,0.416,0.423,0.44,2.451,2.9,3.373,4.969,163.153,164.082,164.084,164.294
3,2,candidate,codex-oauth-token,prepare,unequal,20,0,2,2,2,2,0,7,7,24.678,25.391,25.692,25.84,20.838,21.273,21.361,21.406,3.242,3.988,4.344,4.604,0.244,0.374,0.493,0.583,2.534,3.231,3.265,3.305,40.883,41.127,41.23,41.356
3,2,candidate,codex-oauth-token,prepare,first-error,20,20,2,2,2,2,0,7,7,84.68,85.384,85.453,85.725,81.054,81.287,81.445,81.457,3.111,3.895,4.243,4.26,0.272,0.411,0.44,0.466,2.481,2.791,2.961,3.27,100.639,101.465,101.649,101.689
3,2,candidate,codex-oauth-token,prepare,second-error,20,20,2,2,2,2,0,7,7,24.28,25.135,25.579,26.417,20.879,21.061,21.061,21.099,2.3,4.023,4.135,4.838,0.235,0.447,0.451,0.582,2.236,3.242,3.488,4.031,41.032,41.256,41.261,41.265
3,2,candidate,codex-oauth-token,prepare,both-errors,20,20,2,2,2,2,0,7,7,84.146,85.267,85.346,86.116,80.332,81.259,81.267,81.338,3.102,3.947,4.005,4.142,0.287,0.431,0.542,1.427,2.52,2.751,2.85,3.095,100.702,101.66,101.673,101.746
3,2,candidate,codex-oauth-token,prepare,slow-sibling,20,0,8,8,2,2,0,7,7,146.625,147.602,147.636,147.762,142.9,143.734,143.771,144.977,3.115,3.437,3.466,4.149,0.235,0.388,0.394,0.524,2.263,2.91,3.099,3.274,223.573,224.628,224.876,226.969
3,2,candidate,codex-oauth-token,prepare,abort-error,20,20,2,2,2,2,0,7,7,84.135,85.487,86.002,86.218,81.135,81.256,81.283,81.322,2.793,3.407,3.407,4.258,0.27,0.414,0.434,0.582,2.297,3.058,3.407,3.46,100.493,101.49,101.526,101.619
3,2,candidate,codex-oauth-token,prepare,cancel-request,20,20,8,8,2,2,0,7,7,147.117,148.222,148.698,149.768,143.294,144.153,144.155,144.257,2.991,3.515,4.177,4.309,0.252,0.454,0.46,0.483,2.413,3.077,3.296,3.751,223.835,224.978,225.212,225.386
3,2,candidate,codex-oauth-token,prepare,same-provider-4,80,0,8,8,2,8,0,7,7,91.614,97.925,98.582,107.955,82.773,84.092,84.197,84.636,3.216,3.97,4.069,12.383,4.562,11.07,12.05,12.36,2.631,3.206,3.239,11.962,163.076,165.165,165.632,166.454
3,2,candidate,codex-oauth-token,prepare,different-providers-4,80,0,8,8,2,8,0,7,7,87.503,90.105,90.694,91.624,82.986,84.404,85.608,86.454,3.649,5.217,5.381,7.681,0.413,1.038,1.475,1.86,3.276,4.679,4.869,7.263,164.182,167.115,168.005,171.838
3,2,candidate,codex-oauth-token,bundle,equal,20,0,4,4,2,2,0,7,7,45.796,47.098,47.29,50.41,0,0,0,0,45.324,46.436,46.944,50.218,0.25,0.408,0.419,0.515,2.668,3.433,3.82,7.08,82.583,82.95,83.073,83.132
3,2,candidate,codex-oauth-token,bundle,equivalent,20,0,12,12,2,2,0,7,7,130.073,130.994,131.046,131.548,0,0,0,0,129.463,130.389,130.424,130.472,0.277,0.431,0.459,0.477,2.815,3.078,3.17,3.527,247.803,248.671,248.872,248.873
3,2,candidate,codex-oauth-token,bundle,unequal,20,0,20,20,2,2,0,23,23,225.913,228.186,228.79,236.797,0,0,0,0,225.266,227.46,227.468,236.427,0.243,0.418,0.42,0.575,10.314,11.577,12.149,19.109,412.015,414.491,415.101,416.932
3,2,candidate,codex-oauth-token,bundle,first-error,20,20,2,2,2,2,0,7,7,84.837,87.437,93.848,151.099,0,0,0,0,84.246,87.199,93.069,149.901,0.228,0.402,0.407,0.487,2.359,3.191,9.004,54.472,101.188,101.461,101.836,103.421
3,2,candidate,codex-oauth-token,bundle,second-error,20,20,2,2,2,2,0,7,7,24.352,25.541,25.664,26.401,0,0,0,0,23.998,25.184,25.224,25.644,0.194,0.406,0.564,0.744,2.131,2.773,2.847,3.072,41.284,41.778,41.844,41.879
3,2,candidate,codex-oauth-token,bundle,both-errors,20,20,2,2,2,2,0,7,7,83.792,85.26,85.626,85.907,0,0,0,0,83.305,84.913,85.157,85.198,0.218,0.43,0.441,0.466,2.05,2.843,3.034,4.077,101.129,101.738,101.94,102.228
3,2,candidate,codex-oauth-token,bundle,slow-sibling,20,0,12,12,2,2,0,7,7,191.373,192.839,193.062,195.356,0,0,0,0,190.626,191.641,192.271,194.856,0.258,0.554,0.555,0.564,3.06,3.632,3.763,7.837,306.748,308.677,308.771,308.973
3,2,candidate,codex-oauth-token,bundle,abort-error,20,20,2,2,2,2,0,7,7,84.353,85.357,85.601,86.366,0,0,0,0,84.105,85.035,85.189,85.27,0.218,0.257,0.268,0.4,2.048,2.428,2.727,3.061,101.205,101.497,101.672,101.837
3,2,candidate,codex-oauth-token,bundle,same-provider-4,80,0,12,12,2,2,0,7,7,265.473,523.901,525.782,526.807,0,0,0,0,130.529,132.129,132.565,133.507,133.342,393.442,393.636,397.494,3.017,3.566,3.643,4.687,246.601,248.524,248.598,249.746
3,2,candidate,codex-oauth-token,bundle,different-providers-4,80,0,12,12,2,8,0,7,7,134.179,138.322,139.231,141.338,0,0,0,0,133.191,136.964,137.801,138.831,0.469,1.606,1.98,6.641,4.84,6.65,6.873,10.462,249.094,253.06,253.767,258.291
4,2,baseline,claude-code-oauth-token,prepare,equal,20,0,0,0,0,0,0,7,7,5.527,6.472,6.747,6.878,0.012,0.03,0.037,0.066,4.22,5.197,5.31,5.427,0.365,0.734,0.772,0.781,3.427,3.962,4.465,4.517,0,0,0,0
4,2,baseline,claude-code-oauth-token,prepare,equivalent,20,0,2,2,1,1,0,7,7,45.577,46.719,46.721,47.741,41.014,41.151,41.23,41.339,3.265,5.017,5.141,6.364,0.322,0.353,0.374,0.483,3.043,3.906,4.255,5.134,40.569,40.673,40.68,40.695
4,2,baseline,claude-code-oauth-token,prepare,unequal,20,0,2,2,1,1,0,7,7,45.103,45.853,46.022,46.283,40.914,41.077,41.14,41.279,3.241,4.185,4.288,4.36,0.26,0.415,0.534,0.578,2.767,3.257,3.334,3.837,40.511,40.619,40.675,40.814
4,2,baseline,claude-code-oauth-token,prepare,first-error,20,20,1,1,1,1,0,7,7,24.03,25.211,25.311,25.417,20.406,20.458,20.473,20.583,3.162,3.372,3.4,4.268,0.224,0.407,0.408,0.43,2.45,3.338,3.38,3.796,20.322,20.359,20.366,20.488
4,2,baseline,claude-code-oauth-token,prepare,second-error,20,20,2,2,1,1,0,7,7,44.428,46.61,47.037,47.217,40.87,40.965,40.994,41.018,3.025,3.946,5.179,5.18,0.246,0.518,0.756,1.84,2.441,3.472,4.501,4.68,40.586,40.681,40.687,40.748
4,2,baseline,claude-code-oauth-token,prepare,both-errors,20,20,1,1,1,1,0,7,7,84.887,86.692,88.477,88.734,80.579,80.663,80.817,82.044,3.236,4.26,5.026,7.329,0.37,0.577,1.615,3.414,2.807,3.458,4.929,6.538,80.466,80.537,80.658,81.901
4,2,baseline,claude-code-oauth-token,prepare,slow-sibling,20,0,2,2,1,1,0,7,7,105.298,107.669,107.955,108.49,101.151,101.37,101.593,101.6,3.098,5.202,6.271,6.334,0.283,0.441,0.492,0.584,2.469,4.762,5.239,5.933,100.666,100.841,101.023,101.099
4,2,baseline,claude-code-oauth-token,prepare,abort-error,20,20,1,1,1,1,0,7,7,24.247,25.862,26.428,26.9,20.448,20.524,20.687,20.81,3.169,4.526,4.575,5.392,0.24,0.412,0.415,0.437,2.514,3.914,4.021,4.268,20.357,20.416,20.426,20.693
4,2,baseline,claude-code-oauth-token,prepare,cancel-request,20,20,2,2,1,1,0,7,7,105.46,106.66,108.013,108.069,101.283,101.556,101.562,101.564,3.14,4.335,4.985,5.44,0.283,0.459,0.477,0.544,2.737,3.763,4.184,5.104,100.794,100.976,100.988,101.049
4,2,baseline,claude-code-oauth-token,prepare,same-provider-4,80,0,2,2,1,4,0,7,7,49.962,56.764,64.873,120.84,40.865,41.845,42.354,50.079,3.31,4.361,5.12,30.148,4.599,10.817,11.952,31.763,2.924,4.252,4.763,29.274,40.513,41.48,41.924,46.752
4,2,baseline,claude-code-oauth-token,prepare,different-providers-4,80,0,2,2,1,4,0,7,7,45.457,48.854,49.504,58.092,40.918,41.598,41.821,42.027,3.417,6.562,7.187,16.209,0.435,0.75,1.103,1.637,3.359,6.351,7.099,15.752,40.731,41.36,41.514,41.927
4,2,baseline,claude-code-oauth-token,bundle,equal,20,0,1,1,1,1,0,7,7,24.165,24.991,25.07,25.695,0,0,0,0,23.525,24.402,24.572,25.462,0.229,0.399,0.418,0.441,2.445,3.249,3.405,3.771,20.38,20.413,20.485,20.491
4,2,baseline,claude-code-oauth-token,bundle,equivalent,20,0,3,3,1,1,0,7,7,65.617,66.544,66.63,66.865,0,0,0,0,64.678,65.658,65.869,66.274,0.258,0.414,0.507,0.536,2.618,3.607,3.641,3.698,61.065,61.189,61.193,61.217
4,2,baseline,claude-code-oauth-token,bundle,first-error,20,20,1,1,1,1,0,7,7,23.891,24.984,25.005,25.898,0,0,0,0,23.131,24.169,24.325,25.277,0.258,0.394,0.396,0.645,2.361,3.089,3.197,5.2,20.443,20.517,20.531,20.576
4,2,baseline,claude-code-oauth-token,bundle,second-error,20,20,2,2,1,1,0,7,7,44.585,45.587,45.755,45.798,0,0,0,0,44.086,44.765,44.991,45.104,0.234,0.424,0.426,0.523,2.467,3.018,3.073,3.596,40.809,40.889,40.919,41.144
4,2,baseline,claude-code-oauth-token,bundle,both-errors,20,20,1,1,1,1,0,7,7,84.412,85.112,85.56,86.126,0,0,0,0,83.458,84.308,84.934,84.987,0.268,0.375,0.574,0.615,2.565,3.055,3.263,3.379,80.647,80.761,80.776,80.878
4,2,baseline,claude-code-oauth-token,bundle,slow-sibling,20,0,3,3,1,1,0,7,7,126.172,127.188,127.571,129.265,0,0,0,0,125.59,126.578,126.63,128.552,0.301,0.506,0.541,0.583,2.98,3.526,3.607,5.756,121.341,121.601,121.608,121.661
4,2,baseline,claude-code-oauth-token,bundle,abort-error,20,20,1,1,1,1,0,7,7,23.711,24.857,25.352,27.446,0,0,0,0,22.997,24.24,24.954,27.239,0.203,0.407,0.446,0.477,2.087,3.029,3.206,5.665,20.476,20.524,20.547,20.563
4,2,baseline,claude-code-oauth-token,bundle,same-provider-4,80,0,3,3,1,1,0,7,7,133.16,263.557,263.917,281.586,0,0,0,0,65.572,66.448,66.607,84.513,66.656,197.069,197.736,213.055,3.327,4.143,4.636,22.739,61.176,61.332,61.367,61.424
4,2,baseline,claude-code-oauth-token,bundle,different-providers-4,80,0,3,3,1,4,0,7,7,67.146,69.231,69.593,71.681,0,0,0,0,65.8,68.088,68.49,70.69,0.537,0.998,1.187,2.076,3.705,5.303,6.11,8.373,61.525,62.534,62.685,63.306
4,2,baseline,codex-oauth-token,prepare,equal,20,0,0,0,0,0,0,7,7,4.924,8.603,8.646,9.095,0.013,0.037,0.047,0.056,3.978,7.263,7.472,7.507,0.198,0.486,0.518,0.524,3.037,5.354,5.646,7.175,0,0,0,0
4,2,baseline,codex-oauth-token,prepare,equivalent,20,0,8,8,1,1,0,7,7,167.89,169.484,169.703,170.182,163.88,164.984,165.159,165.301,3.182,3.926,4.379,5.15,0.268,0.397,0.398,0.597,2.478,2.877,3.051,4.87,162.729,163.718,163.797,163.817
4,2,baseline,codex-oauth-token,prepare,unequal,20,0,2,2,1,1,0,7,7,45.07,46.095,46.337,46.454,41.343,41.451,41.493,41.497,3.111,3.585,3.937,4.156,0.311,0.511,0.561,1.111,2.548,3.1,3.169,3.591,40.99,41.076,41.092,41.122
4,2,baseline,codex-oauth-token,prepare,first-error,20,20,1,1,1,1,0,7,7,23.42,24.518,25.487,25.634,20.576,20.66,20.693,20.798,3.067,3.419,4.002,4.208,0.217,0.302,0.424,0.449,2.286,3.024,3.305,3.525,20.512,20.577,20.617,20.724
4,2,baseline,codex-oauth-token,prepare,second-error,20,20,2,2,1,1,0,7,7,44.354,45.206,45.219,45.543,41.084,41.238,41.254,41.311,2.931,3.343,3.369,3.458,0.248,0.388,0.406,0.555,2.472,2.819,2.846,3.034,40.886,41.02,41.023,41.052
4,2,baseline,codex-oauth-token,prepare,both-errors,20,20,1,1,1,1,0,7,7,84.269,85.131,85.326,85.459,80.841,80.968,81.002,81.117,3.146,3.62,3.97,4.255,0.288,0.399,0.459,0.523,2.482,3.03,3.047,3.131,80.739,80.866,80.868,80.975
4,2,baseline,codex-oauth-token,prepare,slow-sibling,20,0,8,8,1,1,0,7,7,228.168,230.486,230.779,233.453,224.826,226.596,226.707,226.757,3.072,3.953,4.175,5.965,0.272,0.557,0.627,0.686,2.416,3.05,3.224,4.039,223.378,224.815,225.005,225.115
4,2,baseline,codex-oauth-token,prepare,abort-error,20,20,1,1,1,1,0,7,7,23.835,25.046,25.072,37.992,20.668,20.772,20.813,21.214,2.254,3.205,3.366,17.238,0.211,0.343,0.363,0.382,2.228,2.956,2.967,15.45,20.601,20.692,20.729,21.131
4,2,baseline,codex-oauth-token,prepare,cancel-request,20,20,8,8,1,1,0,7,7,228.212,229.687,230.066,230.624,225.065,225.999,226.165,226.185,3.109,3.336,4.03,4.444,0.253,0.464,0.476,0.514,2.21,3.191,3.252,3.287,223.458,224.507,224.694,224.814
4,2,baseline,codex-oauth-token,prepare,same-provider-4,80,0,8,8,1,4,0,7,7,172.997,179.086,179.983,183.072,164.039,165.735,166.41,167.193,3.243,4.046,4.253,4.635,5.118,11.496,11.84,13.052,2.779,3.63,4.073,5.357,162.807,164.511,165.143,165.858
4,2,baseline,codex-oauth-token,prepare,different-providers-4,80,0,8,8,1,4,0,7,7,170.272,172.891,173.462,176.256,164.583,166.132,166.378,167.115,4.324,5.549,6.129,10.367,0.52,1.706,1.948,2.268,4.086,5.234,6.094,9.942,163.865,165.222,165.682,166.588
4,2,baseline,codex-oauth-token,bundle,equal,20,0,4,4,2,2,0,7,7,45.647,46.63,46.825,46.881,0,0,0,0,45.264,46.208,46.319,46.368,0.233,0.378,0.406,0.418,2.42,3.014,3.016,3.486,82.72,83.212,83.334,83.513
4,2,baseline,codex-oauth-token,bundle,equivalent,20,0,12,12,2,2,0,7,7,210.948,213.366,214.096,216.662,0,0,0,0,210.546,212.555,212.648,213.497,0.31,0.393,0.453,0.514,2.877,3.631,3.846,7.712,245.585,247.783,248.311,248.455
4,2,baseline,codex-oauth-token,bundle,unequal,20,0,20,20,2,2,0,23,23,266.697,271.525,271.742,275.807,0,0,0,0,266.485,270.412,271.242,275.408,0.225,0.366,0.44,0.473,11.011,13.868,14.638,16.53,411.589,413.897,414.285,414.97
4,2,baseline,codex-oauth-token,bundle,first-error,20,20,1,1,1,1,0,7,7,23.536,24.873,25.071,25.084,0,0,0,0,23.134,24.312,25.031,25.106,0.209,0.346,0.405,0.424,2.148,2.434,3.006,3.014,20.718,20.962,20.965,20.966
4,2,baseline,codex-oauth-token,bundle,second-error,20,20,2,2,1,1,0,7,7,44.835,45.799,45.873,49.429,0,0,0,0,44.161,45.181,45.255,48.247,0.238,0.3,0.311,0.355,2.351,2.762,3.264,6.561,41.563,41.828,41.844,41.935
4,2,baseline,codex-oauth-token,bundle,both-errors,20,20,1,1,1,1,0,7,7,83.983,85.327,85.631,85.882,0,0,0,0,83.381,84.448,84.752,85.174,0.217,0.414,0.427,0.587,2.361,2.85,3.01,3.061,80.319,81.239,81.255,81.416
4,2,baseline,codex-oauth-token,bundle,slow-sibling,20,0,12,12,2,2,0,7,7,272.621,277.435,277.803,284.038,0,0,0,0,271.824,274.867,276.375,276.723,0.264,0.528,0.618,4.124,2.993,3.623,5.741,9.781,307.043,309.344,309.538,310.206
4,2,baseline,codex-oauth-token,bundle,abort-error,20,20,1,1,1,1,0,7,7,24.206,24.799,25.01,25.451,0,0,0,0,23.214,24.259,24.3,25.253,0.25,0.483,0.511,0.537,2.406,2.811,2.881,3.196,20.818,21.004,21.007,21.036
4,2,baseline,codex-oauth-token,bundle,same-provider-4,80,0,12,12,2,2,0,7,7,430.162,852.023,854.788,857.103,0,0,0,0,212.777,214.927,215.156,216.628,216.177,637.939,640.604,642.952,3.435,3.968,4.181,4.473,246.998,249.448,250.102,252.305
4,2,baseline,codex-oauth-token,bundle,different-providers-4,80,0,12,12,2,8,0,7,7,216.949,222.166,228.277,235.773,0,0,0,0,214.969,219.614,221.686,230.698,0.637,2.051,2.335,16.091,5.17,6.989,7.75,23.223,249.012,252.187,255.076,257.807
